"EnsID.y","EnsID","EnsName.x","GeneClassUpdate.x","EnsName.y","GeneClassUpdate.y","pairs","AbsDistLnc_PCG","DistLnc_PCG","str.x","str.y","LncRNA-PCG Relationship"
"ENSG00000010704.18","ENSG00000272462.2","U91328.19","Bona fide lncRNA","HFE","Protein coding","ENSG00000272462.2-ENSG00000010704.18",94.619,-94.619,"+","+","Intergenic"
"ENSG00000010810.17","ENSG00000231889.7","TRAF3IP2-AS1","Bona fide lncRNA","FYN","Protein coding","ENSG00000231889.7-ENSG00000010810.17",131.273,-131.273,"+","-","Intergenic"
"ENSG00000010818.9","MSTRG.28277",NA,"Bona fide lncRNA","HIVEP2","TF","MSTRG.28277-ENSG00000010818.9",0.096,0.096,"+","-","Bidirectional"
"ENSG00000011021.21","ENSG00000230337.1","RP4-635E18.6","Bona fide lncRNA","CLCN6","Protein coding","ENSG00000230337.1-ENSG00000011021.21",706.536,-706.536,"+","+","Intergenic"
"ENSG00000011105.12","MSTRG.6504",NA,"Bona fide lncRNA","TSPAN9","Protein coding","MSTRG.6504-ENSG00000011105.12",821.132,-821.132,"-","+","Intergenic"
"ENSG00000011132.11","MSTRG.15887",NA,"Bona fide lncRNA","APBA3","Protein coding","MSTRG.15887-ENSG00000011132.11",962.826,962.826,"+","-","Intergenic"
"ENSG00000011198.7","MSTRG.22236",NA,"Bona fide lncRNA","ABHD5","Protein coding","MSTRG.22236-ENSG00000011198.7",308.585,308.585,"+","+","Intergenic"
"ENSG00000011295.15","ENSG00000265519.1","CTD-3157E16.1","Bona fide lncRNA","TTC19","Protein coding","ENSG00000265519.1-ENSG00000011295.15",211.175,-211.175,"-","+","Intergenic"
"ENSG00000011295.15","ENSG00000175061.17","LRRC75A-AS1","Bona fide lncRNA","TTC19","Protein coding","ENSG00000175061.17-ENSG00000011295.15",439.161,439.161,"+","+","Intergenic"
"ENSG00000011304.19","ENSG00000266990.1","LLNLR-284B4.2","Bona fide lncRNA","PTBP1","Protein coding","ENSG00000266990.1-ENSG00000011304.19",205.295,205.295,"-","+","Intergenic"
"ENSG00000011426.10","ENSG00000227544.8","AC018647.3","Bona fide lncRNA","ANLN","CC","ENSG00000227544.8-ENSG00000011426.10",673.169,-673.169,"+","+","Intergenic"
"ENSG00000011465.16","ENSG00000258183.5","RP11-753N8.1","Bona fide lncRNA","DCN","Protein coding","ENSG00000258183.5-ENSG00000011465.16",898.688,-898.688,"+","-","Intergenic"
"ENSG00000011478.11","ENSG00000267757.4","EML2-AS1","Bona fide lncRNA","QPCTL","Protein coding","ENSG00000267757.4-ENSG00000011478.11",50.792,-50.792,"+","+","Intergenic"
"ENSG00000011485.14","ENSG00000267757.4","EML2-AS1","Bona fide lncRNA","PPP5C","Protein coding","ENSG00000267757.4-ENSG00000011485.14",705.303,-705.303,"+","+","Intergenic"
"ENSG00000011523.13","ENSG00000235725.1","AC007389.3","Bona fide lncRNA","CEP68","Protein coding","ENSG00000235725.1-ENSG00000011523.13",583.725,583.725,"-","+","Intergenic"
"ENSG00000011566.14","ENSG00000231312.6","AC007246.3","Bona fide lncRNA","MAP4K3","Protein coding","ENSG00000231312.6-ENSG00000011566.14",0.09,0.09,"+","-","Bidirectional"
"ENSG00000011590.13","ENSG00000233527.8","ZNF529-AS1","Bona fide lncRNA","ZBTB32","TF","ENSG00000233527.8-ENSG00000011590.13",859.637,859.637,"+","+","Intergenic"
"ENSG00000011590.13","ENSG00000226510.1","UPK1A-AS1","Bona fide lncRNA","ZBTB32","TF","ENSG00000226510.1-ENSG00000011590.13",31.268,-31.268,"-","+","Intergenic"
"ENSG00000011590.13","ENSG00000236144.6","TMEM147-AS1","Bona fide lncRNA","ZBTB32","TF","ENSG00000236144.6-ENSG00000011590.13",158.53,-158.53,"-","+","Intergenic"
"ENSG00000011590.13","ENSG00000232677.6","LINC00665","Bona fide lncRNA","ZBTB32","TF","ENSG00000232677.6-ENSG00000011590.13",608.795,608.795,"-","+","Intergenic"
"ENSG00000011590.13","ENSG00000225975.6","LINC01534","Bona fide lncRNA","ZBTB32","TF","ENSG00000225975.6-ENSG00000011590.13",973.977,973.977,"-","+","Intergenic"
"ENSG00000012048.20","MSTRG.14105",NA,"Bona fide lncRNA","BRCA1","CC","MSTRG.14105-ENSG00000012048.20",126.568,126.568,"-","-","Intergenic"
"ENSG00000012048.20","MSTRG.14117",NA,"Bona fide lncRNA","BRCA1","CC","MSTRG.14117-ENSG00000012048.20",190.261,190.261,"+","-","Intergenic"
"ENSG00000012048.20","ENSG00000197291.8","RAMP2-AS1","Bona fide lncRNA","BRCA1","CC","ENSG00000197291.8-ENSG00000012048.20",364.072,-364.072,"-","-","Intergenic"
"ENSG00000012048.20","MSTRG.14107",NA,"Bona fide lncRNA","BRCA1","CC","MSTRG.14107-ENSG00000012048.20",125.889,125.889,"+","-","Intergenic"
"ENSG00000012061.15","ENSG00000267757.4","EML2-AS1","Bona fide lncRNA","ERCC1","Protein coding","ENSG00000267757.4-ENSG00000012061.15",162.42,162.42,"+","-","Intergenic"
"ENSG00000012660.13","ENSG00000225791.6","TRAM2-AS1","Bona fide lncRNA","ELOVL5","Protein coding","ENSG00000225791.6-ENSG00000012660.13",771.441,-771.441,"+","-","Intergenic"
"ENSG00000012660.13","ENSG00000216775.2","RP1-152L7.5","Bona fide lncRNA","ELOVL5","Protein coding","ENSG00000216775.2-ENSG00000012660.13",683.778,-683.778,"+","-","Intergenic"
"ENSG00000012822.15","ENSG00000250742.2","RP11-834C11.4","Bona fide lncRNA","CALCOCO1","Protein coding","ENSG00000250742.2-ENSG00000012822.15",398.607,398.607,"+","-","Intergenic"
"ENSG00000012822.15","ENSG00000228630.5","HOTAIR","Bona fide lncRNA","CALCOCO1","Protein coding","ENSG00000228630.5-ENSG00000012822.15",239.139,239.139,"-","-","Intergenic"
"ENSG00000012983.11","ENSG00000258711.2","RP11-218E20.3","Bona fide lncRNA","MAP4K5","Protein coding","ENSG00000258711.2-ENSG00000012983.11",429.347,429.347,"-","-","Intergenic"
"ENSG00000012983.11","ENSG00000214900.9","LINC01588","Bona fide lncRNA","MAP4K5","Protein coding","ENSG00000214900.9-ENSG00000012983.11",491.243,-491.243,"-","-","Intergenic"
"ENSG00000013288.8","ENSG00000251580.1","RP11-539L10.3","Bona fide lncRNA","MAN2B2","Protein coding","ENSG00000251580.1-ENSG00000013288.8",98.608,98.608,"-","+","Intergenic"
"ENSG00000013297.10","MSTRG.23413",NA,"Bona fide lncRNA","CLDN11","Protein coding","MSTRG.23413-ENSG00000013297.10",318.061,318.061,"-","+","Intergenic"
"ENSG00000013306.15","ENSG00000267080.5","ASB16-AS1","Bona fide lncRNA","SLC25A39","Protein coding","ENSG00000267080.5-ENSG00000013306.15",138.098,-138.098,"-","-","Intergenic"
"ENSG00000013364.18","ENSG00000260953.1","RP11-426C22.6","Bona fide lncRNA","MVP","Protein coding","ENSG00000260953.1-ENSG00000013364.18",555.915,-555.915,"-","+","Intergenic"
"ENSG00000013364.18","ENSG00000259807.1","RP11-426C22.4","Bona fide lncRNA","MVP","Protein coding","ENSG00000259807.1-ENSG00000013364.18",599.243,-599.243,"-","+","Intergenic"
"ENSG00000013364.18","ENSG00000260442.5","ATP2A1-AS1","Bona fide lncRNA","MVP","Protein coding","ENSG00000260442.5-ENSG00000013364.18",940.474,-940.474,"-","+","Intergenic"
"ENSG00000013561.17","ENSG00000231185.6","AC005592.2","Bona fide lncRNA","RNF14","Protein coding","ENSG00000231185.6-ENSG00000013561.17",356.023,356.023,"+","+","Intergenic"
"ENSG00000013563.13","MSTRG.33807",NA,"Bona fide lncRNA","DNASE1L1","Protein coding","MSTRG.33807-ENSG00000013563.13",642.794,-642.794,"-","-","Intergenic"
"ENSG00000013563.13","ENSG00000197180.2","CH17-340M24.3","Bona fide lncRNA","DNASE1L1","Protein coding","ENSG00000197180.2-ENSG00000013563.13",16.367,16.367,"-","-","Intergenic"
"ENSG00000013573.16","ENSG00000235884.3","LINC00941","Bona fide lncRNA","DDX11","CC","ENSG00000235884.3-ENSG00000013573.16",273.634,-273.634,"+","+","Intergenic"
"ENSG00000013810.18","ENSG00000196810.4","CTBP1-AS2","Bona fide lncRNA","TACC3","CC","ENSG00000196810.4-ENSG00000013810.18",470.964,-470.964,"+","+","Intergenic"
"ENSG00000014138.8","MSTRG.5488",NA,"Bona fide lncRNA","POLA2","CC","MSTRG.5488-ENSG00000014138.8",20.514,20.514,"-","+","Intergenic"
"ENSG00000014138.8","ENSG00000251562.7","MALAT1","Bona fide lncRNA","POLA2","CC","ENSG00000251562.7-ENSG00000014138.8",204.864,204.864,"+","+","Intergenic"
"ENSG00000014138.8","ENSG00000254614.2","AP003068.23","Bona fide lncRNA","POLA2","CC","ENSG00000254614.2-ENSG00000014138.8",79.928,-79.928,"-","+","Intergenic"
"ENSG00000014138.8","MSTRG.5511",NA,"Bona fide lncRNA","POLA2","CC","MSTRG.5511-ENSG00000014138.8",368.911,368.911,"+","+","Intergenic"
"ENSG00000014164.6","ENSG00000253716.5","MINCR","Bona fide lncRNA","ZC3H3","Protein coding","ENSG00000253716.5-ENSG00000014164.6",259.763,-259.763,"-","-","Intergenic"
"ENSG00000014216.15","MSTRG.5511",NA,"Bona fide lncRNA","CAPN1","Protein coding","MSTRG.5511-ENSG00000014216.15",481.155,481.155,"+","+","Intergenic"
"ENSG00000014216.15","ENSG00000254614.2","AP003068.23","Bona fide lncRNA","CAPN1","Protein coding","ENSG00000254614.2-ENSG00000014216.15",0.038,-0.038,"-","+","Bidirectional"
"ENSG00000014216.15","ENSG00000256940.1","RP11-783K16.5","Bona fide lncRNA","CAPN1","Protein coding","ENSG00000256940.1-ENSG00000014216.15",934.14,-934.14,"+","+","Intergenic"
"ENSG00000014216.15","MSTRG.5488",NA,"Bona fide lncRNA","CAPN1","Protein coding","MSTRG.5488-ENSG00000014216.15",132.758,132.758,"-","+","Intergenic"
"ENSG00000014216.15","MSTRG.5432",NA,"Bona fide lncRNA","CAPN1","Protein coding","MSTRG.5432-ENSG00000014216.15",995.419,-995.419,"-","+","Intergenic"
"ENSG00000014216.15","ENSG00000251562.7","MALAT1","Bona fide lncRNA","CAPN1","Protein coding","ENSG00000251562.7-ENSG00000014216.15",317.108,317.108,"+","+","Intergenic"
"ENSG00000014914.20","MSTRG.1975",NA,"Bona fide lncRNA","MTMR11","Protein coding","MSTRG.1975-ENSG00000014914.20",233.05,-233.05,"-","-","Intergenic"
"ENSG00000014919.12","ENSG00000235823.1","OLMALINC","Bona fide lncRNA","COX15","Protein coding","ENSG00000235823.1-ENSG00000014919.12",641.515,641.515,"+","-","Intergenic"
"ENSG00000015479.18","ENSG00000245146.6","LINC01024","Bona fide lncRNA","MATR3","Protein coding","ENSG00000245146.6-ENSG00000015479.18",813.865,813.865,"-","+","Intergenic"
"ENSG00000015676.17","ENSG00000232956.8","SNHG15","Bona fide lncRNA","NUDCD3","Protein coding","ENSG00000232956.8-ENSG00000015676.17",495.776,495.776,"-","-","Intergenic"
"ENSG00000018510.13","ENSG00000163364.9","LINC01116","Bona fide lncRNA","AGPS","Protein coding","ENSG00000163364.9-ENSG00000018510.13",754.713,-754.713,"-","+","Intergenic"
"ENSG00000018869.16","ENSG00000166770.10","ZNF667-AS1","Bona fide lncRNA","ZNF582","TF","ENSG00000166770.10-ENSG00000018869.16",83.705,83.705,"+","-","Intergenic"
"ENSG00000019995.6","ENSG00000224023.10","FLJ37035","Bona fide lncRNA","ZRANB1","Protein coding","ENSG00000224023.10-ENSG00000019995.6",738.135,738.135,"-","+","Intergenic"
"ENSG00000020181.17","ENSG00000253161.5","LINC01605","Bona fide lncRNA","ADGRA2","Protein coding","ENSG00000253161.5-ENSG00000020181.17",290.278,-290.278,"-","+","Intergenic"
"ENSG00000020181.17","ENSG00000253414.2","RP11-150O12.6","Bona fide lncRNA","ADGRA2","Protein coding","ENSG00000253414.2-ENSG00000020181.17",262.563,-262.563,"-","+","Intergenic"
"ENSG00000020181.17","ENSG00000253746.1","RP11-527N22.2","Bona fide lncRNA","ADGRA2","Protein coding","ENSG00000253746.1-ENSG00000020181.17",377.467,-377.467,"-","+","Intergenic"
"ENSG00000021355.12","ENSG00000250903.8","GMDS-AS1","Bona fide lncRNA","SERPINB1","Protein coding","ENSG00000250903.8-ENSG00000021355.12",596.009,-596.009,"+","-","Intergenic"
"ENSG00000022567.9","MSTRG.31385",NA,"Bona fide lncRNA","SLC45A4","Protein coding","MSTRG.31385-ENSG00000022567.9",759.614,-759.614,"-","-","Intergenic"
"ENSG00000022840.15","ENSG00000255857.5","PXN-AS1","Bona fide lncRNA","RNF10","Protein coding","ENSG00000255857.5-ENSG00000022840.15",332.98,-332.98,"+","+","Intergenic"
"ENSG00000022840.15","ENSG00000248008.2","NRAV","Bona fide lncRNA","RNF10","Protein coding","ENSG00000248008.2-ENSG00000022840.15",38.411,-38.411,"-","+","Intergenic"
"ENSG00000023191.16","MSTRG.4670",NA,"Bona fide lncRNA","RNH1","Protein coding","MSTRG.4670-ENSG00000023191.16",373.567,373.567,"+","-","Intergenic"
"ENSG00000023191.16","ENSG00000255284.1","AP006621.5","Bona fide lncRNA","RNH1","Protein coding","ENSG00000255284.1-ENSG00000023191.16",270.282,270.282,"+","-","Intergenic"
"ENSG00000023191.16","ENSG00000270105.1","RP11-326C3.14","Bona fide lncRNA","RNH1","Protein coding","ENSG00000270105.1-ENSG00000023191.16",184.058,-184.058,"-","-","Intergenic"
"ENSG00000023287.12","ENSG00000228801.5","RP11-110G21.1","Bona fide lncRNA","RB1CC1","Protein coding","ENSG00000228801.5-ENSG00000023287.12",814.689,-814.689,"+","-","Intergenic"
"ENSG00000023516.8","ENSG00000271216.1","LINC01050","Bona fide lncRNA","AKAP11","Protein coding","ENSG00000271216.1-ENSG00000023516.8",540.409,540.409,"-","+","Intergenic"
"ENSG00000023902.13","MSTRG.1975",NA,"Bona fide lncRNA","PLEKHO1","Protein coding","MSTRG.1975-ENSG00000023902.13",451.338,-451.338,"-","+","Intergenic"
"ENSG00000023909.9","ENSG00000226835.2","RP11-148B18.1","Bona fide lncRNA","GCLM","Protein coding","ENSG00000226835.2-ENSG00000023909.9",338.41,338.41,"+","-","Intergenic"
"ENSG00000023909.9","ENSG00000223745.7","CCDC18-AS1","Bona fide lncRNA","GCLM","Protein coding","ENSG00000223745.7-ENSG00000023909.9",562.942,-562.942,"-","-","Intergenic"
"ENSG00000024422.11","ENSG00000268001.1","CARD8-AS1","Bona fide lncRNA","EHD2","Protein coding","ENSG00000268001.1-ENSG00000024422.11",542.253,542.253,"+","+","Intergenic"
"ENSG00000024862.17","ENSG00000225177.5","RP11-390P2.4","Bona fide lncRNA","CCDC28A","Protein coding","ENSG00000225177.5-ENSG00000024862.17",77.141,-77.141,"+","+","Intergenic"
"ENSG00000025708.13","ENSG00000205559.3","CHKB-AS1","Bona fide lncRNA","TYMP","Protein coding","ENSG00000205559.3-ENSG00000025708.13",52.97,52.97,"+","-","Intergenic"
"ENSG00000025770.18","ENSG00000205559.3","CHKB-AS1","Bona fide lncRNA","NCAPH2","CC","ENSG00000205559.3-ENSG00000025770.18",74.766,74.766,"+","+","Intergenic"
"ENSG00000025772.7","ENSG00000223891.5","OSER1-AS1","Bona fide lncRNA","TOMM34","Protein coding","ENSG00000223891.5-ENSG00000025772.7",749.234,-749.234,"+","-","Intergenic"
"ENSG00000025772.7","ENSG00000244558.5","KCNK15-AS1","Bona fide lncRNA","TOMM34","Protein coding","ENSG00000244558.5-ENSG00000025772.7",214.465,-214.465,"-","-","Intergenic"
"ENSG00000025800.13","ENSG00000203620.2","RP11-84A19.2","Bona fide lncRNA","KPNA6","Protein coding","ENSG00000203620.2-ENSG00000025800.13",252.47,-252.47,"-","+","Intergenic"
"ENSG00000026036.21","ENSG00000232442.1","CTD-3184A7.4","Bona fide lncRNA","RTEL1-TNFRSF6B","Protein coding","ENSG00000232442.1-ENSG00000026036.21",59.144,-59.144,"+","+","Intergenic"
"ENSG00000026036.21","ENSG00000268858.2","RP4-591C20.9","Bona fide lncRNA","RTEL1-TNFRSF6B","Protein coding","ENSG00000268858.2-ENSG00000026036.21",177.922,177.922,"-","+","Intergenic"
"ENSG00000026652.13","ENSG00000272841.1","RP3-428L16.2","Bona fide lncRNA","AGPAT4","Protein coding","ENSG00000272841.1-ENSG00000026652.13",156.947,-156.947,"-","-","Intergenic"
"ENSG00000026950.16","ENSG00000272462.2","U91328.19","Bona fide lncRNA","BTN3A1","Protein coding","ENSG00000272462.2-ENSG00000026950.16",409.575,-409.575,"+","+","Intergenic"
"ENSG00000027847.13","ENSG00000247679.2","RP11-1277A3.1","Bona fide lncRNA","B4GALT7","Protein coding","ENSG00000247679.2-ENSG00000027847.13",10.948,10.948,"+","+","Intergenic"
"ENSG00000028277.21","ENSG00000254887.1","CTC-378H22.1","Bona fide lncRNA","POU2F2","TF","ENSG00000254887.1-ENSG00000028277.21",0.077,0.077,"+","-","Bidirectional"
"ENSG00000028310.17","ENSG00000225138.7","CTD-2228K2.7","Bona fide lncRNA","BRD9","Protein coding","ENSG00000225138.7-ENSG00000028310.17",401.192,-401.192,"+","-","Intergenic"
"ENSG00000030110.12","MSTRG.27377",NA,"Bona fide lncRNA","BAK1","Protein coding","MSTRG.27377-ENSG00000030110.12",686.074,-686.074,"+","-","Intergenic"
"ENSG00000030582.17","ENSG00000267080.5","ASB16-AS1","Bona fide lncRNA","GRN","Protein coding","ENSG00000267080.5-ENSG00000030582.17",158.369,-158.369,"-","+","Intergenic"
"ENSG00000031081.10","ENSG00000242622.1","RP11-18H7.1","Bona fide lncRNA","ARHGAP31","Protein coding","ENSG00000242622.1-ENSG00000031081.10",770.378,770.378,"+","+","Intergenic"
"ENSG00000032389.12","ENSG00000234171.2","RNASEH1-AS1","Bona fide lncRNA","TSSC1","Protein coding","ENSG00000234171.2-ENSG00000032389.12",180.61,180.61,"+","-","Intergenic"
"ENSG00000032444.15","ENSG00000269386.5","RAB11B-AS1","Bona fide lncRNA","PNPLA6","Protein coding","ENSG00000269386.5-ENSG00000032444.15",817.236,817.236,"-","+","Intergenic"
"ENSG00000033030.13","ENSG00000256546.1","AC156455.1","Bona fide lncRNA","ZCCHC8","Protein coding","ENSG00000256546.1-ENSG00000033030.13",415.664,-415.664,"+","-","Intergenic"
"ENSG00000033627.16","MSTRG.14105",NA,"Bona fide lncRNA","ATP6V0A1","Protein coding","MSTRG.14105-ENSG00000033627.16",734.092,734.092,"-","+","Intergenic"
"ENSG00000033627.16","MSTRG.14117",NA,"Bona fide lncRNA","ATP6V0A1","Protein coding","MSTRG.14117-ENSG00000033627.16",797.785,797.785,"+","+","Intergenic"
"ENSG00000033627.16","MSTRG.14107",NA,"Bona fide lncRNA","ATP6V0A1","Protein coding","MSTRG.14107-ENSG00000033627.16",733.413,733.413,"+","+","Intergenic"
"ENSG00000033627.16","ENSG00000197291.8","RAMP2-AS1","Bona fide lncRNA","ATP6V0A1","Protein coding","ENSG00000197291.8-ENSG00000033627.16",243.19,243.19,"-","+","Intergenic"
"ENSG00000034693.14","MSTRG.28277",NA,"Bona fide lncRNA","PEX3","Protein coding","MSTRG.28277-ENSG00000034693.14",504.346,-504.346,"+","+","Intergenic"
"ENSG00000035141.7","ENSG00000179818.13","PCBP1-AS1","Bona fide lncRNA","FAM136A","Protein coding","ENSG00000179818.13-ENSG00000035141.7",214.721,-214.721,"-","-","Intergenic"
"ENSG00000035403.17","ENSG00000221817.9","PPP3CB-AS1","Bona fide lncRNA","VCL","Protein coding","ENSG00000221817.9-ENSG00000035403.17",501.504,-501.504,"+","+","Intergenic"
"ENSG00000035403.17","ENSG00000227540.1","DNAJC9-AS1","Bona fide lncRNA","VCL","Protein coding","ENSG00000227540.1-ENSG00000035403.17",744.945,-744.945,"+","+","Intergenic"
"ENSG00000035681.7","ENSG00000167912.5","RP11-25K19.1","Bona fide lncRNA","NSMAF","Protein coding","ENSG00000167912.5-ENSG00000035681.7",459.196,459.196,"+","-","Intergenic"
"ENSG00000035928.15","ENSG00000255458.5","RP11-539G18.3","Bona fide lncRNA","RFC1","CC","ENSG00000255458.5-ENSG00000035928.15",272.765,272.765,"+","-","Intergenic"
"ENSG00000037042.8","MSTRG.14107",NA,"Bona fide lncRNA","TUBG2","Protein coding","MSTRG.14107-ENSG00000037042.8",591.08,591.08,"+","+","Intergenic"
"ENSG00000037042.8","MSTRG.14105",NA,"Bona fide lncRNA","TUBG2","Protein coding","MSTRG.14105-ENSG00000037042.8",591.759,591.759,"-","+","Intergenic"
"ENSG00000037042.8","ENSG00000197291.8","RAMP2-AS1","Bona fide lncRNA","TUBG2","Protein coding","ENSG00000197291.8-ENSG00000037042.8",100.857,100.857,"-","+","Intergenic"
"ENSG00000037042.8","MSTRG.14117",NA,"Bona fide lncRNA","TUBG2","Protein coding","MSTRG.14117-ENSG00000037042.8",655.452,655.452,"+","+","Intergenic"
"ENSG00000037637.10","MSTRG.397",NA,"Bona fide lncRNA","FBXO42","Protein coding","MSTRG.397-ENSG00000037637.10",388.062,388.062,"+","-","Intergenic"
"ENSG00000037637.10","ENSG00000179743.4","FLJ37453","Bona fide lncRNA","FBXO42","Protein coding","ENSG00000179743.4-ENSG00000037637.10",468.463,-468.463,"-","-","Intergenic"
"ENSG00000037637.10","ENSG00000238142.1","RP11-108M9.4","Bona fide lncRNA","FBXO42","Protein coding","ENSG00000238142.1-ENSG00000037637.10",536.919,536.919,"-","-","Intergenic"
"ENSG00000037637.10","ENSG00000233421.4","LINC01783","Bona fide lncRNA","FBXO42","Protein coding","ENSG00000233421.4-ENSG00000037637.10",183.195,183.195,"-","-","Intergenic"
"ENSG00000037637.10","ENSG00000228549.3","RP11-108M9.3","Bona fide lncRNA","FBXO42","Protein coding","ENSG00000228549.3-ENSG00000037637.10",519.83,519.83,"+","-","Intergenic"
"ENSG00000037757.13","ENSG00000267519.5","CTD-3252C9.4","Bona fide lncRNA","MRI1","Protein coding","ENSG00000267519.5-ENSG00000037757.13",71.708,71.708,"-","+","Intergenic"
"ENSG00000037897.16","ENSG00000257698.1","RP11-620J15.3","Bona fide lncRNA","METTL1","Protein coding","ENSG00000257698.1-ENSG00000037897.16",163.286,163.286,"-","-","Intergenic"
"ENSG00000037897.16","ENSG00000255737.2","AGAP2-AS1","Bona fide lncRNA","METTL1","Protein coding","ENSG00000255737.2-ENSG00000037897.16",43.384,-43.384,"+","-","Intergenic"
"ENSG00000037965.5","ENSG00000228630.5","HOTAIR","Bona fide lncRNA","HOXC8","TF","ENSG00000228630.5-ENSG00000037965.5",34.15,-34.15,"-","+","Intergenic"
"ENSG00000037965.5","ENSG00000250742.2","RP11-834C11.4","Bona fide lncRNA","HOXC8","TF","ENSG00000250742.2-ENSG00000037965.5",116.992,116.992,"+","+","Intergenic"
"ENSG00000038219.12","ENSG00000248698.5","LINC01085","Bona fide lncRNA","BOD1L1","Protein coding","ENSG00000248698.5-ENSG00000038219.12",484.245,484.245,"+","-","Intergenic"
"ENSG00000038274.16","ENSG00000241956.9","CTC-340A15.2","Bona fide lncRNA","MAT2B","Protein coding","ENSG00000241956.9-ENSG00000038274.16",791.148,791.148,"+","+","Intergenic"
"ENSG00000038358.14","ENSG00000270049.2","RP11-297D21.4","Bona fide lncRNA","EDC4","Protein coding","ENSG00000270049.2-ENSG00000038358.14",391.639,-391.639,"+","+","Intergenic"
